show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2900,Movie,Catch Hell,Ryan Phillippe,"Ryan Phillippe, Ian Barford, Stephen Louis Grush",United States,,2014,18+,97 min,"Action, Drama, Suspense","Former Hollywood star is kidnapped by two men connected to his past while on location in Louisiana. When he wakes up bound and chained in a rundown shack, he soon discovers the real motives of his captors and finds himself in the middle of a twisted scheme with little chance to survive. With no rescue in sight, he must use every ounce of strength he has left to break free and get his revenge."
s2901,TV Show,Catastrophe,,"Rob Delaney, Sharon Horgan",,,2019,18+,4 Seasons,"Comedy, Romance","Rob Delaney and Sharon Horgan write and star in Catastrophe, a comedy following an Irish woman and an American man who make a bloody mess as they struggle to fall in love in London."
s2902,Movie,Casey's Shadow,Martin Ritt,"Walter Matthau, Alexis Smith, Robert Webber, Murray Hamilton, Andrew Rubin, Steve Burns, Michael Hershewe, Whit Bissell",,,1978,13+,116 min,"Action, Drama","Horse trainer Lloyd Bourdelle (Walter Matthau) struggles to make a decent living for himself and his three sons. Their prize horse is thoroughbred foal Casey's Shadow, but the question is whether or not Lloyd can take advantage of the opportunity for bettering his lot afforded by Casey's Shadow."
s2903,Movie,Caryl of the Mountains,Bernard B. Ray,"Rin-Tin-Tin Jr., Ralph Bushman, Lois Wilde, Josef Swickard, Earl Dwire",,,1936,ALL,59 min,Drama,"The plot involves Caryl (Wilde) a woman who is courageously trying to stop funds from being embezzled from her company by sending the stolen bank bonds to her fur trapper uncle. However, this course of action leads to her uncle's murder, and Royal Canadian Mounted Policeman Sergeant Brad Sheridan (Bushman) and his dog Rin Tin Tin Jr. come to investigate the murder. The investigation leads to Caryl's exciting rescue from the bad guys, and a series of scenes where Rin Tin Tin Jr. shows how cunning he is against the embezzling villains. An exciting Canadian Mountie adventure!!."
s2904,Movie,Cartoon Classics - Vol. 2: 25 Favorite Cartoons - 3 Hours,Max Fleischer,"Bugs Bunny, Daffy Duck, Elmer Fudd, Porky Pig, Casper the Friendly Ghost, Popeye the Sailor Man, Betty Boop, Little Audrey, Little Lulu, Felix the Cat, Superman",,,2017,13+,183 min,Animation,"Enjoy 3 more hours of Classic Cartoons from the Golden Age of Animation. Cartoon characters include Bugs Bunny, Porky Pig, Daffy Duck, Elmer Fudd, Betty Boop, Popeye, Little Lulu, Little Audrey, Casper the Friendly Ghost, Felix the Cat, Superman and many more. Featuring vintage Looney Tunes, Merry Melodies, Happy Harmonies and Max Fleischer cartoons with remastered sound."
s2905,Movie,Carriers,"Alex Pastor, David Pastor","Lou Taylor Pucci, Chris Pine, Piper Perabo, Christopher Meloni, Emily Van Camp",,,2009,PG-13,85 min,Drama,"Chris Pine stars in the intense and gripping thriller, Carriers. The terrifying story follows four teens who discover that they are far more dangerous to one another than the deadly global virus they are desperate to outrun."
s2906,TV Show,Caronte,,"Roberto Álamo, Miriam Giovanelli, Belén López, Raúl Tejón, Itziar Atienza, Marta Larralde, Álex Villazán, Andrea Trepat, Luis Rallo, Carlos Hipólito, Julieta Serrano",Spain,,2020,TV-MA,1 Season,"Drama, Suspense","Caronte will make us think about justice, presumption of innocence and truth. It also talks about second chances and how a man is able to reinvent himself and get his life back together. The different cases will not only influence Caronte's personal life, but, episode after episode, will make our protagonist evolve and grow."
s2907,Movie,Carolina Skeletons,John Erman,"Louis Gossett Jr., Bruce Dern, Melissa Leo, Bill Cobbs, Richard Jenkins, Paul Roebling, Henderson Forsythe, Clifton James, Kenn Michael, G.D. Spradlin",,,1991,R,90 min,"Action, Drama","After a long time in the army, an Afro-American soldier returns to his hometown, where, years ago, his brother was executed for the rape and murder of two white girls. The commando believes his brother to have been innocent and seeks a proof for that, but there are some people in the town who will stop at nothing to hide the secrets of their past."
s2908,Movie,Carolina Low,Nick Searcy,"Sean Bridgers, Christopher Berry, Nick Searcy, Sonny Shroyer",,,2020,16+,83 min,"Action, Drama, Western",Childhood friends Henry and Oshel leave a peaceful life behind when they start robbing trains and banks in the hills of North Carolina in this depression-era Appalachian western.
s2909,TV Show,Carnival Row,,"Orlando Bloom, Caroline Ford, Cara Delevingne, Simon McBurney, Karla Crome, Indira Varma, Tamzin Merchant, Arty Froushan, Andrew Gower, Jared Harris, David Gyasi",United States,,2019,16+,1 Season,"Drama, Fantasy, Suspense","With a serial killer loose on Carnival Row, and a government that turns a blind eye to the deaths of its lower class citizens, Rycroft Philostrate, a war-hardened investigator, is the only person willing to stop the murders and maintain the fragile peace. But when Vignette Stonemoss, a faerie refugee, turns up in the Burgue, she forces Philo to reckon with a past he's tried to forget."
s2910,TV Show,Care Bears: Unlock the Music - Songs for Kids,,,,,2020,ALL,1 Season,"Animation, Kids","The Care Bears are a roly-poly collection of lovable little Bears with a very special mission. Join Tenderheart Bear, Good Luck Bear, Wish Bear, Cheer Bear, Bedtime Bear, Love-a-Lot Bear, Grumpy Bear, and Funshine Bea on plenty of adventures to spread love and care around the world!"
s2911,TV Show,Card Sharks with Jim Perry,,Jim Perry,,,1978,TV-G,1 Season,Unscripted,Contestants compete to complete a block of five playing cards by trying to predict whether the next card will be higher or lower than the preceding one.
s2912,TV Show,Card Sharks with Bob Eubanks,,Bob Eubanks,,,1986,TV-G,1 Season,Unscripted,Contestants compete to complete a block of five playing cards by trying to predict whether the next card will be higher or lower than the preceding one.
s2913,TV Show,Car Patrol of Car City,,,,,2019,ALL,3 Seasons,"Animation, Kids","Matt the Police Car and Franck the Fire Truck are the fearless detectives of the Car Patrol. Every time a vehicle in Car City gneeds help, the Car Patrol is there to make sure that everyone is safe. Join the Car Patrol and solve the mysteries of Car City!"
s2914,TV Show,Car Hunters,,Danny Koker,,,2017,TV-PG,1 Season,"Documentary, Drama, Unscripted","Each episode of ""Car Hunters"" follows a new buyer's search for their dream classic car. Aided by a buddy or family member, they'll check out three unique vehicles from top to bottom."
s2915,TV Show,Car Crash TV,,Chris Barrie,,,2016,13+,2 Seasons,"Action, Documentary","Every day, more road users are filming their journeys, which can sometimes end in disaster. The thousands of dash cams around the world have captured just about every bizarre, ridiculous and down-right dangerous mishap imaginable. We're taking to the planet's highways and byways and discovering How Not to Drive, with help from some examples of other peoples' motoring."
s2916,Movie,Captured in Chinatown,Elmer Clifton,"Marion Shilling, Charles Delaney, Philo McCullough, Robert Ellis, Robert Walker, Tarzan The Wonder Dog",,,1935,13+,53 min,"Action, Suspense","Two Chinese families, the Lings and the Wongs, are involved in a long-time feud. The daughter of one loves the son of the other. They become engaged, with a valuable jade necklace to be presented to the couple to seal the new union between the families. Reporters Ann Parker and Bob Martin travel to Chinatown to cover the wedding, but when the jade necklace is stolen, the feud begins once again. The two reporters investigate, but police dog Tarzan finds the vital clue that leads to the real jewel thieves. Tarzan helps chase and capture the villains, the necklace is restored to their rightful owners, and peace between the two families is restored just in time for the wedding."
s2917,Movie,Captain Scarlett,Thomas Carr,"Richard Greene, Leonora Amar, Isabel Del Puerto, Nedrick Young, Manuel Fabregas",,,1953,13+,78 min,"Adventure, Drama","Captain Scarlett returns from gallivanting around the country-side after the Napoleonic wars and finds life in southern France very different. He saves a beautiful princess from an arranged marriage to an evil count, protects many of the people from being persecuted by the Duke of Corlais, and eventually rids the country of the scourge of Corlais' power."
s2918,Movie,Captain Sabertooth,"Lisa Marie Gamlem, John Andreas Andersen","Tuva Novotny, Jon Øigarden, Nils Jørgen Kaalstad, Pia Tjelta",,,2014,13+,96 min,"Action, Comedy","The orphan boy Pinky follows the Captain on an exciting and dangerous journey across the big oceans to the kingdom of Lama Rama, hunting for a treasure and the answer to who is Pinky's father."
s2919,Movie,Captain Calamity,John Reinhardt,"Marian Nixon, George Houston, Vince Barnett, Juan Torena, Movita, Crane Wilbur, George J. Lewis, Roy D'Arcy, Margaret Irving, Barry Norton, Louis Natheaux, Lloyd Ingraham, Alberto Gandero, Harold Howard, Charles Moyer, Gordon Jones, Maria Kalamo",,,1936,PG,74 min,Action,"In the South Seas, Captain Bill Jones (Houston) of the schooner ""Marigold"", who also known as Captain Calamity for his propensity for getting into fights, is broke and in need of re-stocking on the island of Quica."
s2920,Movie,Cannabis To Save My Life,Diana C. Frank,,,,2015,,53 min,"Documentary, Special Interest","Marijuana as a cancer fighting drug? Science says yes, federal law says no. Patricia Crone is caught in the life-and-death stand-off. She was busy preparing for the end when she saw that the National Cancer Institute described some of the chemicals in marijuana, or cannabis, as having cancer-fighting potential."
s2921,Movie,Candy,Nahala Johnson,"Sheneka Adams, Gina Caliste, Kendrick Smith, Jessica Kylie, Anthony Johnson, Bun B, Scarface",,,2017,18+,76 min,"Action, Drama","Candy is the dramatic tale of a female drug lord and her cohorts battling to maintain power in a big city. With respect from the streets and a crooked cop wanting them dead or alive, the only means of survival in the game is drugs, murder and dirty money."
s2922,TV Show,Canada: A Year In The Wild,,David Suchet,,,2018,13+,1 Season,Documentary,"Canada is the second-largest country on Earth, and the quintessential wilderness. Vast, dangerous, and magnificent; it's a land of towering mountains, endless forests, untamed rivers, enchanting lakes, and an awe-inspiring frozen north."
s2923,Movie,Can't Stand Losing You: Surviving The Police,"Andy Grieve, Lauren Lazin","Andy Summers, Sting, Stewart Copeland",,,2015,13+,83 min,Special Interest,"Based on the memoir by guitarist Andy Summers, Can't Stand Losing You tells of the rise of The Police. From chance encounters with Copeland and Sting, through the band's break up, Summers shares photos and memories as they prepare for a reunion."
s2924,TV Show,Camp X and the Birth of the CIA,,,,,2014,16+,1 Season,"Documentary, Drama, Special Interest","From the BBC. This series tells the story of North America's first secret agent training school, its role in defeating Hitler's Axis powers during World War Two, and its contribution to modern espionage. Demonstrations of training techniques, first person accounts, and dramatic recreations of their exploits behind enemy lines give us an exclusive look into the school of 'mayhem and murder'."
s2925,Movie,Camp Cool Kids,Lisa Arld,"Connor Rosen, Leigh-Allyn Baker",,,2017,,104 min,Kids,"At their summer campgames, Spence and his big brother Zach find themselves on opposing teams: it's the dweebs against the bullies.Can Spence make new friends, overcome his fears, stand up to the bu..."
s2926,Movie,Cameron Esposito: Marriage Material,Bobcat Goldthwait,Cameron Esposito,,,2016,18+,71 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","In her first special, the purveyor of fine jokes, Cameron Eposito, has some harsh truths for you. From the secrets of a women's locker room to her stance on gun control, she gets real. And, we wouldn't have it any other way. She's Marriage Material."
s2927,Movie,Camelot,Diane Paloma Eskenazi,,,,2016,ALL,52 min,"Animation, Kids","Venture back through the mists of time to the glorious lost age of King Arthur, the sorcerer Merlin and the valiant Knights of the Round Table. Enter into the magical and timeless realm of Camelot! Produced by Golden Films/Directed by Diane Eskenazi"
s2928,TV Show,Call Santa,,Amazon Kids,,,2020,ALL,2 Seasons,"Animation, Kids","Give Santa Claus a ring! This holiday, you can help decorate the tree with Santa's elves, learn to laugh just like Santa, and even dance the Sleigh Bell Shimmy! With Christmas cheer at the heart of every story, these festive adventures aim to have your family ho-ho-ho-ing along with Santa and his friends."
